country,year,pop,continent,lifeExp,gdpPercap
Tunisia,2015,10276158,Africa,73.923,7092.923025
Turkey,1960,22235677,Europe,43.585,1969.10098
Turkey,1965,25670939,Europe,48.079,2218.754257
Turkey,1970,29788695,Europe,52.098,2322.869908
Turkey,1975,33411317,Europe,54.336,2826.356387
Turkey,1980,37492953,Europe,57.005,3450.69638
Turkey,1985,42404033,Europe,59.507,4269.122326
Turkey,1990,47328791,Europe,61.036,4241.356344
Turkey,1995,52881328,Europe,63.108,5089.043686
Turkey,2000,58179144,Europe,66.146,5678.348271
Turkey,2005,63047647,Europe,68.835,6601.429915
Turkey,2010,67308928,Europe,70.845,6508.085718
Turkey,2015,71158647,Europe,71.777,8458.276384
Uganda,1960,5824797,Africa,39.978,734.753484
Uganda,1965,6675501,Africa,42.571,774.3710692
Uganda,1970,7688797,Africa,45.344,767.2717398
Uganda,1975,8900294,Africa,48.051,908.9185217
Uganda,1980,10190285,Africa,51.016,950.735869
Uganda,1985,11457758,Africa,50.35,843.7331372
Uganda,1990,12939400,Africa,49.849,682.2662268
Uganda,1995,15283050,Africa,51.509,617.7244065
Uganda,2000,18252190,Africa,48.825,644.1707969
Uganda,2005,21210254,Africa,44.578,816.559081
Uganda,2010,24739869,Africa,47.813,927.7210018
Uganda,2015,29170398,Africa,51.542,1056.380121
United Kingdom,1960,50430000,Europe,69.18,9979.508487
United Kingdom,1965,51430000,Europe,70.42,11283.17795
United Kingdom,1970,53292000,Europe,70.76,12477.17707
United Kingdom,1975,54959000,Europe,71.36,14142.85089
United Kingdom,1980,56079000,Europe,72.01,15895.11641
United Kingdom,1985,56179000,Europe,72.76,17428.74846
United Kingdom,1990,56339704,Europe,74.04,18232.42452
United Kingdom,1995,56981620,Europe,75.007,21664.78767
United Kingdom,2000,57866349,Europe,76.42,22705.09254
United Kingdom,2005,58808266,Europe,77.218,26074.53136
United Kingdom,2010,59912431,Europe,78.471,29478.99919
United Kingdom,2015,60776238,Europe,79.425,33203.26128
United States,1960,157553000,Americas,68.44,13990.48208
United States,1965,171984000,Americas,69.49,14847.12712
United States,1970,186538000,Americas,70.21,16173.14586
United States,1975,198712000,Americas,70.76,19530.36557
United States,1980,209896000,Americas,71.34,21806.03594
United States,1985,220239000,Americas,73.38,24072.63213
United States,1990,232187835,Americas,74.65,25009.55914
United States,1995,242803533,Americas,75.02,29884.35041
United States,2000,256894189,Americas,76.09,32003.93224
United States,2005,272911760,Americas,76.81,35767.43303
United States,2010,287675526,Americas,77.31,39097.09955
United States,2015,301139947,Americas,78.242,42951.65309
Uruguay,1960,2252965,Americas,66.071,5716.766744
Uruguay,1965,2424959,Americas,67.044,6150.772969
Uruguay,1970,2598466,Americas,68.253,5603.357717
Uruguay,1975,2748579,Americas,68.468,5444.61962
Uruguay,1980,2829526,Americas,68.673,5703.408898
Uruguay,1985,2873520,Americas,69.481,6504.339663
Uruguay,1990,2953997,Americas,70.805,6920.223051
Uruguay,1995,3045153,Americas,71.918,7452.398969
Uruguay,2000,3149262,Americas,72.752,8137.004775
Uruguay,2005,3262838,Americas,74.223,9230.240708
Uruguay,2010,3363085,Americas,75.307,7727.002004
Uruguay,2015,3447496,Americas,76.384,10611.46299
Venezuela,1960,5439568,Americas,55.088,7689.799761
Venezuela,1965,6702668,Americas,57.907,9802.466526
Venezuela,1970,8143375,Americas,60.77,8422.974165
Venezuela,1975,9709552,Americas,63.479,9541.474188
Venezuela,1980,11515649,Americas,65.712,10505.25966
Venezuela,1985,13503563,Americas,67.456,13143.95095
Venezuela,1990,15620766,Americas,68.557,11152.41011
Venezuela,1995,17910182,Americas,70.19,9883.584648
Venezuela,2000,20265563,Americas,71.15,10733.92631
Venezuela,2005,22374398,Americas,72.146,10165.49518
Venezuela,2010,24287670,Americas,72.766,8605.047831
Venezuela,2015,26084662,Americas,73.747,11415.80569
Vietnam,1960,26246839,Asia,40.412,605.0664917
Vietnam,1965,28998543,Asia,42.887,676.2854478
Vietnam,1970,33796140,Asia,45.363,772.0491602
Vietnam,1975,39463910,Asia,47.838,637.1232887
Vietnam,1980,44655014,Asia,50.254,699.5016441
Vietnam,1985,50533506,Asia,55.764,713.5371196
Vietnam,1990,56142181,Asia,58.816,707.2357863
Vietnam,1995,62826491,Asia,62.82,820.7994449
Vietnam,2000,69940728,Asia,67.662,989.0231487
Vietnam,2005,76048996,Asia,70.672,1385.896769
Vietnam,2010,80908147,Asia,73.017,1764.456677
Vietnam,2015,85262356,Asia,74.249,2441.576404
West Bank and Gaza,1960,1030585,Asia,43.16,1515.592329
West Bank and Gaza,1965,1070439,Asia,45.671,1827.067742
West Bank and Gaza,1970,1133134,Asia,48.127,2198.956312
West Bank and Gaza,1975,1142636,Asia,51.631,2649.715007
West Bank and Gaza,1980,1089572,Asia,56.532,3133.409277
West Bank and Gaza,1985,1261091,Asia,60.765,3682.831494
West Bank and Gaza,1990,1425876,Asia,64.406,4336.032082
West Bank and Gaza,1995,1691210,Asia,67.046,5107.197384
West Bank and Gaza,2000,2104779,Asia,69.718,6017.654756
West Bank and Gaza,2005,2826046,Asia,71.096,7110.667619
West Bank and Gaza,2010,3389578,Asia,72.37,4515.487575
West Bank and Gaza,2015,4018332,Asia,73.422,3025.349798
"Yemen, Rep.",1960,4963829,Asia,32.548,781.7175761
"Yemen, Rep.",1965,5498090,Asia,33.97,804.8304547
"Yemen, Rep.",1970,6120081,Asia,35.18,825.6232006
"Yemen, Rep.",1975,6740785,Asia,36.984,862.4421463
"Yemen, Rep.",1980,7407075,Asia,39.848,1265.047031
"Yemen, Rep.",1985,8403990,Asia,44.175,1829.765177
"Yemen, Rep.",1990,9657618,Asia,49.113,1977.55701
"Yemen, Rep.",1995,11219340,Asia,52.922,1971.741538
"Yemen, Rep.",2000,13367997,Asia,55.599,1879.496673
"Yemen, Rep.",2005,15826497,Asia,58.02,2117.484526
"Yemen, Rep.",2010,18701257,Asia,60.308,2234.820827
"Yemen, Rep.",2015,22211743,Asia,62.698,2280.769906
Zambia,1960,2672000,Africa,42.038,1147.388831
Zambia,1965,3016000,Africa,44.077,1311.956766
Zambia,1970,3421000,Africa,46.023,1452.725766
Zambia,1975,3900000,Africa,47.768,1777.077318
Zambia,1980,4506497,Africa,50.107,1773.498265
Zambia,1985,5216550,Africa,51.386,1588.688299
Zambia,1990,6100407,Africa,51.821,1408.678565
Zambia,1995,7272406,Africa,50.821,1213.315116
Zambia,2000,8381163,Africa,46.1,1210.884633
Zambia,2005,9417789,Africa,40.238,1071.353818
Zambia,2010,10595811,Africa,39.193,1071.613938
Zambia,2015,11746035,Africa,42.384,1271.211593
Zimbabwe,1960,3080907,Africa,48.451,406.8841148
Zimbabwe,1965,3646340,Africa,50.469,518.7642681
Zimbabwe,1970,4277736,Africa,52.358,527.2721818
Zimbabwe,1975,4995432,Africa,53.995,569.7950712
Zimbabwe,1980,5861135,Africa,55.635,799.3621758
Zimbabwe,1985,6642107,Africa,57.674,685.5876821
Zimbabwe,1990,7636524,Africa,60.363,788.8550411
Zimbabwe,1995,9216418,Africa,62.351,706.1573059
Zimbabwe,2000,10704340,Africa,60.377,693.4207856
Zimbabwe,2005,11404948,Africa,46.809,792.4499603
Zimbabwe,2010,11926563,Africa,39.989,672.0386227
Zimbabwe,2015,12311143,Africa,43.487,469.7092981
